first_name,last_name,gender,title,company,year_funded
Koroush,Saraf,--,Director of Products (co-founder),ConSentry Networks,2005
Mario,Nemirovsky,Male,Cheif Scientist (Co-Founder),ConSentry Networks,2005
Bill,Kish,Male,Founder & CTO,Ruckus Wireless,2005
Naveed,Sherwani,--,"Co-Founder, President & CEO",Open Silicon,2005
Chris,Capdevila,Male,CEO and Founder,Logical Apps,2005
Yoni,Stern,--,Founder and CEO,Olive Software,2005
Arthur,Cinader,Male,"Founder & EVP of Product Development, POPSUGAR",POPSUGAR,2006
Lisa,Sugar,Female,"Founder, Editor in Chief, POPSUGAR",POPSUGAR,2006
Krista,Moatz,Female,"Founder/Managing Editor/VP, People",POPSUGAR,2006
Jason,Rhee,Male,"Founder & VP, Analytics, POPSUGAR",POPSUGAR,2006
Andy,Moss,Male,"VP, Product/Founder, GM, Shopstyle",POPSUGAR,2006
Brian,Sugar,Male,"Founder & CEO, POPSUGAR",POPSUGAR,2006
Jawed,Karim,--,Co - Founder,YouTube,2006
Chad,Hurley,Male,Co - Founder / CEO,YouTube,2006
Steve,Chen,Male,Co - Founder & CTO,YouTube,2006
Gidon,Wise,--,Co-Founder & President of Technology,adBrite,2006
Philip,Kaplan,Male,Co-Founder & Chairman,adBrite,2006
Jason,Calacanis,Male,"Founder, CEO",Mahalo,2006
Assaf,Henkin,--,Executive Vice President Products and Co-Founder,Kontera,2006
Yoav,Shaham,--,Co-Founder & CEO,Kontera,2006
Omar,Hamoui,Male,Founder & CEO,AdMob,2006
Roman,Scharf,Male,Co-founder & President,Jajah,2006
Daniel,Mattes,Male,"Co-founder, Chairman",Jajah,2006
Jeffrey C.,Taylor,--,Founder & CEO,Eons,2006
Brian,Smartt,Male,Founder and Navigation Architect,Dash,2006
Steve,Wollenberg,Male,"Founder and VP, Business Development",Dash,2006
Mike,Tzamaloukas,Male,Founder and Director of Engineering,Dash,2006
Chris,Dowhan,Male,Co-Founder,Dash,2006
Rob,Lord,Male,"Founder, Board of Directors",Songbird,2006
Saul,Rurka,Male,Founder,Amobee,2006
Harry,Dewhirst,Male,Co-Founder,Amobee,2006
Gil,Shulman,Male,Founder,Amobee,2006
Yuming,Mao,--,"Founder, Chief Architect",Palo Alto Networks,2006
Nir,Zuk,--,Founder and CTO,Palo Alto Networks,2006
Rajiv,Batra,--,"Founder, VP Engineering",Palo Alto Networks,2006
Fengmin,Gong,--,Founder & Chief Scientist,Palo Alto Networks,2006
Dave,Stevens,Male,Founder and CEO,Palo Alto Networks,2006
Tim,McQuillen,Male,Founder and CIO,StrongView,2006
Guy,Piekarz,Male,Founder and CEO,Unisfair,2006
Krishna,Kurapati,Male,Founder and CTO,Sipera Systems,2006
Neil,Kataria,Male,Founder & COO,Conformia Software,2006
Kam,Desai,Male,"Co-Founder, Director Of Consulting Services",Conformia Software,2006
Venkat,Rangan,Male,"Co-Founder, CTO, Board Member",Clearwell Systems,2006
Michael,Perone,Male,"Founder, EVP , CMO & BOD",Barracuda Networks,2006
Dean,Drako,Male,Founder & Board of Directors,Barracuda Networks,2006
Zachary,Levow,Male,"Co-Founder , CTO & BOD",Barracuda Networks,2006
Koroush,Saraf,--,Director of Products (co-founder),ConSentry Networks,2006
Mario,Nemirovsky,Male,Cheif Scientist (Co-Founder),ConSentry Networks,2006
Matthew,B. Shoemake,Male,Co-Founder & CEO,WiQuest Communications,2006
Scott,Jones,Male,Director and co-Founder,PowerFile,2006
Benson,Riseman,Male,Co-Founder,Green Dot Corporation,2006
Steve,Streit,Male,"Founder and CEO, Board of Directors",Green Dot Corporation,2006
Janus,Friis,Male,Co-founder,Joost,2007
Niklas,Zennström,--,Co-Founder,Joost,2007
Chris,Henchy,Male,Founder,Funny Or Die,2007
Adam,McKay,Male,Founder,Funny Or Die,2007
Will,Ferrell,Male,Founder,Funny Or Die,2007
Judd,Apatow,Male,Founder,Funny Or Die,2007
Randy,Adams,Male,Director/Co-Founder,Funny Or Die,2007
Lance,Tokuda,Male,CEO & Co-Founder,RockYou,2007
Jason,Calacanis,Male,"Founder, CEO",Mahalo,2007
Assaf,Henkin,--,Executive Vice President Products and Co-Founder,Kontera,2007
Yoav,Shaham,--,Co-Founder & CEO,Kontera,2007
Omar,Hamoui,Male,Founder & CEO,AdMob,2007
Matt,Tucker,Male,Co - Founder & CTO & Board Director,Jive Software,2007
Bill,Lynch,Male,"Co - Founder & VP, Product Management",Jive Software,2007
Jeffrey C.,Taylor,--,Founder & CEO,Eons,2007
Vlad,Vendrow,Male,Co-Founder and Chief Technology Officer of RingCentral,RingCentral,2007
Vlad,Shmunis,Male,"CEO, Founder and Chairman of the Board",RingCentral,2007
Kevin,Hartz,Male,"Co-Founder, Board of Directors",Xoom Corporation,2007
Alan,Braverman,Male,Co-Founder,Xoom Corporation,2007
Serge,Faguet,Male,Co-Founder,TokBox,2007
Ron,Hose,Male,Co-Founder and CTO,TokBox,2007
Brian,Smartt,Male,Founder and Navigation Architect,Dash,2007
Steve,Wollenberg,Male,"Founder and VP, Business Development",Dash,2007
Mike,Tzamaloukas,Male,Founder and Director of Engineering,Dash,2007
Chris,Dowhan,Male,Co-Founder,Dash,2007
Pete,Flint,Male,Founder & CEO,Trulia,2007
Sami,Inkinen,--,Co-Founder & Board Member,Trulia,2007
Alok,Deshpande,--,Co-founder and Head of Product,Loopt,2007
Sam,Altman,Male,Co-Founder/CEO,Loopt,2007
Nick,Sivo,Male,Co-Founder/CTO,Loopt,2007
Gidon,Wise,--,Co-Founder & President of Technology,adBrite,2007
Philip,Kaplan,Male,Co-Founder & Chairman,adBrite,2007
Farrokh,Farrokhi,--,"Co - Founder & VP, Systems",Quantenna Communications,2007
Behrooz,Rezvani,--,"CEO, Co-Founder, and Chairman",Quantenna Communications,2007
Andrea,Goldsmith,Male,"Co-Founder, CTO",Quantenna Communications,2007
Steve,Hafner,Male,CEO and Co-founder,KAYAK,2007
Paul,English,Male,CTO and Co-founder,KAYAK,2007
Bart,Riley,Male,"Founder, CTO, and VP of R&D",A123 Systems,2007
Yet-Ming,Chiang,--,Founder,A123 Systems,2007
Ric,Fulop,Male,Founder,A123 Systems,2007
John,Bicket,Male,CTO and Co-founder,Meraki,2007
Sanjit,Biswas,--,CEO and Co-founder,Meraki,2007
Hans,Robertson,Male,"VP, Product Management and Co-founder",Meraki,2007
Giles,Goodwin,Male,Co-Founder and CTO,Widgetbox,2007
Jack,Levin,Male,Founder,ImageShack,2007
Alexander,Levin,Male,Founder,ImageShack,2007
George,Candea,Male,Chief Scientist and co-founder,Aster Data Systems,2007
Mayank,Bawa,--,CEO and co-founder,Aster Data Systems,2007
Tasso,Argyros,--,CTO and co-founder,Aster Data Systems,2007
Ryan,Koonce,Male,Founder & VP Products,PopularMedia,2007
Venkat,Rangan,Male,"Co-Founder, CTO, Board Member",Clearwell Systems,2007
Christopher,Lindblad,Male,Founder,MarkLogic,2007
Drew,Houston,Male,Founder & CEO,Dropbox,2007
Arash,Ferdowsi,--,Founder & CTO,Dropbox,2007
Yuming,Mao,--,"Founder, Chief Architect",Palo Alto Networks,2007
Nir,Zuk,--,Founder and CTO,Palo Alto Networks,2007
Rajiv,Batra,--,"Founder, VP Engineering",Palo Alto Networks,2007
Fengmin,Gong,--,Founder & Chief Scientist,Palo Alto Networks,2007
Dave,Stevens,Male,Founder and CEO,Palo Alto Networks,2007
Neil,Kataria,Male,Founder & COO,Conformia Software,2007
Kam,Desai,Male,"Co-Founder, Director Of Consulting Services",Conformia Software,2007
Bill,Kish,Male,Founder & CTO,Ruckus Wireless,2007
Amos,Talmor,Male,"Investor, partner and founder",Storwize,2007
Gal,Naor,--,Founder,Storwize,2007
Naveed,Sherwani,--,"Co-Founder, President & CEO",Open Silicon,2007
Tim,McQuillen,Male,Founder and CIO,StrongView,2007
Matthew,B. Shoemake,Male,Co-Founder & CEO,WiQuest Communications,2007
Michael,Jansen,Male,Founder,Satellier,2007
Krishna,Kurapati,Male,Founder and CTO,Sipera Systems,2007
John,Bicket,Male,CTO and Co-founder,Meraki,2008
Sanjit,Biswas,--,CEO and Co-founder,Meraki,2008
Hans,Robertson,Male,"VP, Product Management and Co-founder",Meraki,2008
Giles,Goodwin,Male,Co-Founder and CTO,Widgetbox,2008
Vlad,Vendrow,Male,Co-Founder and Chief Technology Officer of RingCentral,RingCentral,2008
Vlad,Shmunis,Male,"CEO, Founder and Chairman of the Board",RingCentral,2008
Ronni,Zehavi,Female,Founder & CEO,Cotendo,2008
Udi,Trugman,--,Founder & VP R&D,Cotendo,2008
David,Drai,Male,Founder & CTO,Cotendo,2008
Dalton,Caldwell,Male,Co-Founder & CEO,imeem,2008
Elaine,Wherry,Female,Advisor and Co-Founder,Meebo,2008
Sandy,Jen,Male,CTO and Co-Founder,Meebo,2008
Seth,Sternberg,Male,CEO and Co-Founder,Meebo,2008
Ken,Burke,Male,"Chairman & Founder, & Chief Evangelist",MarketLive,2008
Jean-Luc,Vaillant,Male,Co-Founder and CTO,LinkedIn,2008
Reid,Hoffman,Male,Founder & Chairman,LinkedIn,2008
Allen,Blue,Male,Co-Founder and VP of Product Strategy,LinkedIn,2008
Lee,Hower,Male,Co-founder / Director of Corporate Development,LinkedIn,2008
Konstantin,Guericke,Male,"Co - Founder / VP, Marketing",LinkedIn,2008
Eric,Ly,Male,CTO and Co-Founder,LinkedIn,2008
Adam,Curry,Male,Co - Founder & President,Mevio,2008
Ron,Bloom,Male,Founder & Board Chairman,Mevio,2008
Guy,Piekarz,Male,Founder and CEO,Unisfair,2008
Pete,Flint,Male,Founder & CEO,Trulia,2008
Sami,Inkinen,--,Co-Founder & Board Member,Trulia,2008
Andrew,Busey,Male,"Founder, CEO",Challenge Games,2008
Narinder,Singh,--,"Founder, CSO",Appirio,2008
Ryan,Koonce,Male,Founder & VP Products,PopularMedia,2008
Saul,Rurka,Male,Founder,Amobee,2008
Harry,Dewhirst,Male,Co-Founder,Amobee,2008
Gil,Shulman,Male,Founder,Amobee,2008
Serge,Faguet,Male,Co-Founder,TokBox,2008
Ron,Hose,Male,Co-Founder and CTO,TokBox,2008
Yuming,Mao,--,"Founder, Chief Architect",Palo Alto Networks,2008
Nir,Zuk,--,Founder and CTO,Palo Alto Networks,2008
Rajiv,Batra,--,"Founder, VP Engineering",Palo Alto Networks,2008
Fengmin,Gong,--,Founder & Chief Scientist,Palo Alto Networks,2008
Dave,Stevens,Male,Founder and CEO,Palo Alto Networks,2008
Omar,Hamoui,Male,Founder & CEO,AdMob,2008
Brian,Smartt,Male,Founder and Navigation Architect,Dash,2008
Steve,Wollenberg,Male,"Founder and VP, Business Development",Dash,2008
Mike,Tzamaloukas,Male,Founder and Director of Engineering,Dash,2008
Chris,Dowhan,Male,Co-Founder,Dash,2008
Ashar,Aziz,--,"Founder, Vice Chairman of the Board, CTO, and Chief Strategy Officer",FireEye,2008
Shai,Fultheim,--,"Founder, President and CEO",ScaleMP,2008
Amos,Talmor,Male,"Investor, partner and founder",Storwize,2008
Gal,Naor,--,Founder,Storwize,2008
Neil,Kataria,Male,Founder & COO,Conformia Software,2008
Kam,Desai,Male,"Co-Founder, Director Of Consulting Services",Conformia Software,2008
Shawn,Melamed,Male,"Founder, President & CEO",Correlix,2008
Ajay,Mishra,Male,Co-Founder & Chief Customer Officer,MobileIron,2008
Suresh,Batchu,--,Co-Founder and Vice President of Engineering,MobileIron,2008
Drew,Houston,Male,Founder & CEO,Dropbox,2008
Arash,Ferdowsi,--,Founder & CTO,Dropbox,2008
Alexander,Asseily,Male,Chairman & Founder,Jawbone,2008
Hosain,Rahman,--,Founder/CEO,Jawbone,2008
Elad,Gil,--,Founder,Mixer Labs,2008
Othman,Laraki,--,Founder,Mixer Labs,2008
Benson,Riseman,Male,Co-Founder,Green Dot Corporation,2008
Steve,Streit,Male,"Founder and CEO, Board of Directors",Green Dot Corporation,2008
George,Candea,Male,Chief Scientist and co-founder,Aster Data Systems,2009
Mayank,Bawa,--,CEO and co-founder,Aster Data Systems,2009
Tasso,Argyros,--,CTO and co-founder,Aster Data Systems,2009
Narinder,Singh,--,"Founder, CSO",Appirio,2009
Ronni,Zehavi,Female,Founder & CEO,Cotendo,2009
Udi,Trugman,--,Founder & VP R&D,Cotendo,2009
David,Drai,Male,Founder & CTO,Cotendo,2009
Dr.,Raju Pandey,--,"CTO , Co-Founder , Board of Directors",SynapSense,2009
Justin,Dawe,Male,Founder and Chief Executive Officer,C12 Energy,2009
Kurt,Zenz House,Male,Founder & President,C12 Energy,2009
Farrokh,Farrokhi,--,"Co - Founder & VP, Systems",Quantenna Communications,2009
Behrooz,Rezvani,--,"CEO, Co-Founder, and Chairman",Quantenna Communications,2009
Andrea,Goldsmith,Male,"Co-Founder, CTO",Quantenna Communications,2009
Christopher,Lindblad,Male,Founder,MarkLogic,2009
Arthur,Cinader,Male,"Founder & EVP of Product Development, POPSUGAR",POPSUGAR,2009
Lisa,Sugar,Female,"Founder, Editor in Chief, POPSUGAR",POPSUGAR,2009
Krista,Moatz,Female,"Founder/Managing Editor/VP, People",POPSUGAR,2009
Jason,Rhee,Male,"Founder & VP, Analytics, POPSUGAR",POPSUGAR,2009
Andy,Moss,Male,"VP, Product/Founder, GM, Shopstyle",POPSUGAR,2009
Brian,Sugar,Male,"Founder & CEO, POPSUGAR",POPSUGAR,2009
Shaul,Olmert,--,Co-founder,GameGround,2009
Guy,Margolin,Male,Co-founder & CEO,GameGround,2009
Sharon,Kohen,Female,Co-founder,GameGround,2009
Dalton,Caldwell,Male,Co-Founder & CEO,imeem,2009
David,Ulevitch,Male,Founder / CEO,OpenDNS,2009
Tim,McQuillen,Male,Founder and CIO,StrongView,2009
Assaf,Henkin,--,Executive Vice President Products and Co-Founder,Kontera,2009
Yoav,Shaham,--,Co-Founder & CEO,Kontera,2009
Maha,Achour,--,Founder & CTO,Rayspan,2009
Ajay,Mishra,Male,Co-Founder & Chief Customer Officer,MobileIron,2009
Suresh,Batchu,--,Co-Founder and Vice President of Engineering,MobileIron,2009
Katherine,Woo,Female,"Co-Founder, Head of Product",Sofa Labs,2009
Skye,Lee,Male,"Co-Founder, SVP of User Experience",Sofa Labs,2009
Brian,Phillips,Male,CEO & Co-Founder,Sofa Labs,2009
Vincent,Han,Male,Founder,Ruckus,2009
Guy,Piekarz,Male,Founder and CEO,Unisfair,2009
James,Lemke,Male,Founder,Achates Power,2009
Jon,Wheatley,Male,Co-Founder,DailyBooth,2009
Ryan,Amos,Male,"Co-Founder, Lead Developer",DailyBooth,2009
Matt,Tucker,Male,Co - Founder & CTO & Board Director,Jive Software,2009
Bill,Lynch,Male,"Co - Founder & VP, Product Management",Jive Software,2009
Jake,Mintz,Male,"Co-founder, Product Manager, Data",Bump Technologies,2009
David,Lieb,Male,co-founder / CEO,Bump Technologies,2009
Andy,Huibers,Male,co-founder,Bump Technologies,2009
Renaud,Visage,Male,CTO & Co-Founder,Eventbrite,2009
Kevin,Hartz,Male,CEO & Co-Founder,Eventbrite,2009
Julia,Hartz,Female,President & Co-Founder,Eventbrite,2009
Ben,Curren,Male,CTO / CoFounder,Outright,2009
Kevin,Reeth,Male,CEO & Co-Founder,Outright,2009
Bala,S. Manian,--,Founder,ReaMetrix,2009
Zvi,Guterman,--,Co-Founder and Chief Strategy Officer,CloudShare,2009
Ryo,Chijiiwa,--,Founder,Bootstrap Software,2009
Elad,Gil,--,Founder,Mixer Labs,2009
Othman,Laraki,--,Founder,Mixer Labs,2009
Nathan,Blecharczyk,Male,Co-Founder & CTO,Airbnb,2009
Brian,Chesky,Male,Co-Founder & CEO,Airbnb,2009
Joe,Gebbia,Male,Co-Founder & CPO,Airbnb,2009
Adam,Hertz,Male,"founder, CEO, Board of Directors",TuneIn,2010
Bill,Moore,Male,Founder / CEO,TuneIn,2010
Farrokh,Farrokhi,Male,"Co - Founder & VP, Systems",Quantenna Communications,2010
Behrooz,Rezvani,Male,"CEO, Co-Founder, and Chairman",Quantenna Communications,2010
Andrea,Goldsmith,Male,"Co-Founder, CTO",Quantenna Communications,2010
Chris,Estreich,Male,Co-Founder,Blippy Social Commerce,2010
Philip,Kaplan,Male,Co-Founder,Blippy Social Commerce,2010
Ashvin,Kumar,Male,Co-Founder,Blippy Social Commerce,2010
Petro,Estakhri,Male,CEO/President/Founder/Director,Avalanche Technology,2010
Rajiv,Yadav Ranjan,Male,CTO/Founder/Director,Avalanche Technology,2010
Kevin,Hartz,Male,"Co-Founder, Board of Directors",Xoom Corporation,2010
Alan,Braverman,Male,Co-Founder,Xoom Corporation,2010
Ramani,Kothandaraman,Male,Co-Founder,Druva,2010
Ronni,Zehavi,Female,Founder & CEO,Cotendo,2010
Udi,Trugman,Male,Founder & VP R&D,Cotendo,2010
David,Drai,Male,Founder & CTO,Cotendo,2010
Krishna,Kurapati,Male,Founder and CTO,Sipera Systems,2010
Nat,Kreamer,Male,"Founder, President & Chief Operating Officer",Sunrun,2010
Chris,Pinkham,Male,Co-founder and CEO,Nimbula,2010
Willem,Van Biljon,Male,Co-Founder and VP Products,Nimbula,2010
Ajay,Mishra,Male,Co-Founder & Chief Customer Officer,MobileIron,2010
Suresh,Batchu,Male,Co-Founder and Vice President of Engineering,MobileIron,2010
Matt,Tucker,Male,Co - Founder & CTO & Board Director,Jive Software,2010
Bill,Lynch,Male,"Co - Founder & VP, Product Management",Jive Software,2010
Dr.,Raju Pandey,Male,"CTO , Co-Founder , Board of Directors",SynapSense,2010
William,Cameron Powell,Male,"President, CMO and Co-Founder",Airstrip Technologies,2010
Stephen,(Trey) Moore,Male,"CTO, Co-Founder",Airstrip Technologies,2010
Robert,Cromwell,Male,"Co-Founder and VP, Engineering",Inkling Systems,2010
Matt,MacInnis,Male,Founder and CEO,Inkling Systems,2010
Josh,Forman,Male,"Co-Founder and VP, Product",Inkling Systems,2010
George,Candea,Male,Chief Scientist and co-founder,Aster Data Systems,2010
Mayank,Bawa,Male,CEO and co-founder,Aster Data Systems,2010
Tasso,Argyros,Male,CTO and co-founder,Aster Data Systems,2010
David,Ulevitch,Male,Founder / CEO,OpenDNS,2010
Renaud,Visage,Male,CTO & Co-Founder,Eventbrite,2010
Julia,Hartz,Female,President & Co-Founder,Eventbrite,2010
Stepan,Pachikov,Male,Founder,Evernote,2010
Jonathan,Ellis,Male,Chief Technology Officer and Co-Founder,DataStax,2010
Matt,Pfeil,Male,Co-Founder and Vice President of Customer Solutions,DataStax,2010
Vlad,Vendrow,Male,Co-Founder and Chief Technology Officer of RingCentral,RingCentral,2010
Vlad,Shmunis,Male,"CEO, Founder and Chairman of the Board",RingCentral,2010
Nathan,Blecharczyk,Male,Co-Founder & CTO,Airbnb,2010
Brian,Chesky,Male,Co-Founder & CEO,Airbnb,2010
Joe,Gebbia,Male,Co-Founder & CPO,Airbnb,2010
Serge,Faguet,Male,Co-Founder,TokBox,2010
Ron,Hose,Male,Co-Founder and CTO,TokBox,2010
Kumar,Ganapathy,Male,Chief Business Officer and Co-Founder,Virident Systems,2010
Vijay,Karamcheti,Male,Chief Technology Officer and Co-Founder,Virident Systems,2010
Raj,Parekh,Male,"Co-Founder, Ex CEO and Chairman",Virident Systems,2010
Shaul,Olmert,Male,Co-founder,GameGround,2010
Guy,Margolin,Male,Co-founder & CEO,GameGround,2010
Sharon,Kohen,Female,Co-founder,GameGround,2010
Elaine,Wherry,Female,Advisor and Co-Founder,Meebo,2010
Sandy,Jen,Female,CTO and Co-Founder,Meebo,2010
Seth,Sternberg,Male,CEO and Co-Founder,Meebo,2010
David,Karp,Male,Founder,Tumblr,2010
Dwight,Merriman,Male,Chairman & Co-Founder,"MongoDB, Inc.",2010
Eliot,Horowitz,Male,CTO & Co-Founder,"MongoDB, Inc.",2010
Kevin,Ryan,Male,Founder & Chairman,"MongoDB, Inc.",2010
Varun,Mehta,Male,Founder and VP of Engineering,Nimble Storage,2010
Umesh,Maheshwari,Male,Founder and CTO,Nimble Storage,2010
Sergei,Tsarev,Male,Founder / CTO,Clustrix,2010
Paul,Mikesell,Male,Founder / CEO / VP Engineering,Clustrix,2010
Daniel,Terry,Male,Co-Founder / Chief Creative Officer,Pocket Gems,2010
Harlan,Crystal,Male,Co-Founder / CTO,Pocket Gems,2010
Jake,Mintz,Male,"Co-founder, Product Manager, Data",Bump Technologies,2011
David,Lieb,Male,co-founder / CEO,Bump Technologies,2011
Andy,Huibers,Male,co-founder,Bump Technologies,2011
Tristan,O'Tierney,Male,Co-Founder,Square,2011
Jack,Dorsey,Male,"Co-Founder, CEO",Square,2011
Jim,McKelvey,Male,Co-Founder,Square,2011
John,Bicket,Male,CTO and Co-founder,Meraki,2011
Sanjit,Biswas,Male,CEO and Co-founder,Meraki,2011
Hans,Robertson,Male,"VP, Product Management and Co-founder",Meraki,2011
Sean,Grusd,Male,"CTO, Co-Founder",Cue,2011
Robby,Walker,Female,Co-Founder,Cue,2011
Casper,de Villiers,Male,Co-founder and Operations Director,Clickatell,2011
Pieter,de Villiers,Male,"CEO, Co-Founder, Board of Directors",Clickatell,2011
Danie,Du Toit,Male,Founder,Clickatell,2011
Patrick,Lawson,Male,"CTO, Co-founder",Clickatell,2011
Dharmesh,Shah,Male,"Founder, CTO, Board of Directors",HubSpot,2011
Brian,Halligan,Male,"Founder, CEO,Board of Directors",HubSpot,2011
Jon,Wheatley,Male,Co-Founder,DailyBooth,2011
Ryan,Amos,Male,"Co-Founder, Lead Developer",DailyBooth,2011
Giles,Goodwin,Male,"President of Product and Technology, Co-founder",Flite,2011
Mike,Rowehl,Male,Founder / Hacker,Churn Labs,2011
Bill,Nguyen,Male,CEO & Co-Founder,Color Labs Inc.,2011
Peter,Pham,Male,President & Co-Founder,Color Labs Inc.,2011
Jan,Koum,Male,Co - Founder & CEO,WhatsApp,2011
Brian,Acton,Male,Co - Founder,WhatsApp,2011
Arthur,Cinader,Male,"Founder & EVP of Product Development, POPSUGAR",POPSUGAR,2011
Lisa,Sugar,Female,"Founder, Editor in Chief, POPSUGAR",POPSUGAR,2011
Krista,Moatz,Female,"Founder/Managing Editor/VP, People",POPSUGAR,2011
Jason,Rhee,Male,"Founder & VP, Analytics, POPSUGAR",POPSUGAR,2011
Andy,Moss,Male,"VP, Product/Founder, GM, Shopstyle",POPSUGAR,2011
Brian,Sugar,Male,"Founder & CEO, POPSUGAR",POPSUGAR,2011
Dani,Golan,Male,"Co-Founder , CEO & Board of Directors",Kaminario,2011
Ofir,Dubovi,Male,"Co-Founder, Vice President & COO",Kaminario,2011
Rohit,Singal,Male,Founder & CEO,Sourcebits,2011
Guy,Rosen,Male,Co-Founder & CEO,Onavo,2011
Roi,Tiger,Male,Co-Founder & CTO,Onavo,2011
David,Sosna,Male,Co-Founder and CEO,Personetics Technologies,2011
David,Govrin,Male,"Co-Founder & General Manager, Israel",Personetics Technologies,2011
Ajay,Mishra,Male,Co-Founder & Chief Customer Officer,MobileIron,2011
Suresh,Batchu,Male,Co-Founder and Vice President of Engineering,MobileIron,2011
Tim,Trefren,Male,Co-Founder,Mixpanel,2011
Suhail,Doshi,Male,CEO & Co-Founder,Mixpanel,2011
DHIRAJ,C RAJARAM,Male,"Founder, Chief Executive Officer & Chairman",Mu Sigma,2011
Ronni,Zehavi,Male,Founder & CEO,Cotendo,2011
Udi,Trugman,Male,Founder & VP R&D,Cotendo,2011
David,Drai,Male,Founder & CTO,Cotendo,2011
